model_id	results_id
r28844_kE6	p_r_28844_kE6_reaction_28844
r28844_kE5	p_r_28844_kE5_reaction_28844
r28844_kE4	p_r_28844_kE4_reaction_28844
r28844_kE3	p_r_28844_kE3_reaction_28844
r28844_kE2	p_r_28844_kE2_reaction_28844
r28844_kE1	p_r_28844_kE1_reaction_28844
r28845_kE13	p_r_28845_kE13_reaction_28845
r28845_kE12	p_r_28845_kE12_reaction_28845
r28845_kE11	p_r_28845_kE11_reaction_28845
r28845_kE10	p_r_28845_kE10_reaction_28845
r28845_kE16	p_r_28845_kE16_reaction_28845
r28845_kE15	p_r_28845_kE15_reaction_28845
r28845_kE14	p_r_28845_kE14_reaction_28845
r28845_kE9	p_r_28845_kE9_reaction_28845
r28845_kE8	p_r_28845_kE8_reaction_28845
r28845_kE7	p_r_28845_kE7_reaction_28845
r28845_kE6	p_r_28845_kE6_reaction_28845
r28845_kE5	p_r_28845_kE5_reaction_28845
r28845_kE4	p_r_28845_kE4_reaction_28845
r28845_kE3	p_r_28845_kE3_reaction_28845
r28845_kE2	p_r_28845_kE2_reaction_28845
r28845_kE1	p_r_28845_kE1_reaction_28845
r28846_k0	p_r_28846_k0_reaction_28846
r28846_kd	p_r_28846_kd_reaction_28846
r28847_k0	p_r_28847_k0_reaction_28847
r28847_kd	p_r_28847_kd_reaction_28847
r28848_k0	p_r_28848_k0_reaction_28848
r28848_kd	p_r_28848_kd_reaction_28848
r28849_k0	p_r_28849_k0_reaction_28849
r28849_kd	p_r_28849_kd_reaction_28849
r2885_k0	p_r_2885_k0_reaction_2885
r28850_k0	p_r_28850_k0_reaction_28850
r28850_kd	p_r_28850_kd_reaction_28850
r28851_k0	p_r_28851_k0_reaction_28851
r28851_kd	p_r_28851_kd_reaction_28851
r28852_k0	p_r_28852_k0_reaction_28852
r28852_kd	p_r_28852_kd_reaction_28852
r28853_k0	p_r_28853_k0_reaction_28853
r28853_kd	p_r_28853_kd_reaction_28853
r28854_k0	p_r_28854_k0_reaction_28854
r28854_kd	p_r_28854_kd_reaction_28854
r28855_k0	p_r_28855_k0_reaction_28855
r28855_kd	p_r_28855_kd_reaction_28855
r28856_k0	p_r_28856_k0_reaction_28856
r28856_kd	p_r_28856_kd_reaction_28856
r28857_k0	p_r_28857_k0_reaction_28857
r28857_kd	p_r_28857_kd_reaction_28857
r28858_k0	p_r_28858_k0_reaction_28858
r28858_kd	p_r_28858_kd_reaction_28858
r28859_k0	p_r_28859_k0_reaction_28859
r28859_kd	p_r_28859_kd_reaction_28859
r2886_k0	p_r_2886_k0_reaction_2886
r28860_k0	p_r_28860_k0_reaction_28860
r28860_kd	p_r_28860_kd_reaction_28860
r28861_k0	p_r_28861_k0_reaction_28861
r28861_kd	p_r_28861_kd_reaction_28861
r28862_k0	p_r_28862_k0_reaction_28862
r28862_kd	p_r_28862_kd_reaction_28862
r28863_k0	p_r_28863_k0_reaction_28863
r28863_kd	p_r_28863_kd_reaction_28863
r28864_k0	p_r_28864_k0_reaction_28864
r28864_kd	p_r_28864_kd_reaction_28864
r28865_k0	p_r_28865_k0_reaction_28865
r28865_kd	p_r_28865_kd_reaction_28865
r28866_k0	p_r_28866_k0_reaction_28866
r28866_kd	p_r_28866_kd_reaction_28866
r28867_k0	p_r_28867_k0_reaction_28867
r28867_kd	p_r_28867_kd_reaction_28867
r28869_k0	p_r_28869_k0_reaction_28869
r28870_k0	p_r_28870_k0_reaction_28870
r28871_k0	p_r_28871_k0_reaction_28871
r28872_k0	p_r_28872_k0_reaction_28872
r28873_k0	p_r_28873_k0_reaction_28873
r28874_k0	p_r_28874_k0_reaction_28874
r28875_k0	p_r_28875_k0_reaction_28875
r28876_k0	p_r_28876_k0_reaction_28876
r28877_k0	p_r_28877_k0_reaction_28877
r28878_k0	p_r_28878_k0_reaction_28878
r28879_k0	p_r_28879_k0_reaction_28879
r28880_k0	p_r_28880_k0_reaction_28880
r28881_k0	p_r_28881_k0_reaction_28881
r28882_k0	p_r_28882_k0_reaction_28882
r28883_k0	p_r_28883_k0_reaction_28883
r28884_k0	p_r_28884_k0_reaction_28884
r28885_k0	p_r_28885_k0_reaction_28885
r28886_k0	p_r_28886_k0_reaction_28886
r28887_k0	p_r_28887_k0_reaction_28887
r28888_k0	p_r_28888_k0_reaction_28888
r28889_k0	p_r_28889_k0_reaction_28889
r28890_k0	p_r_28890_k0_reaction_28890
r28891_k0	p_r_28891_k0_reaction_28891
r28892_k0	p_r_28892_k0_reaction_28892
r28893_k0	p_r_28893_k0_reaction_28893
r28894_k0	p_r_28894_k0_reaction_28894
r28895_k0	p_r_28895_k0_reaction_28895
r28896_k0	p_r_28896_k0_reaction_28896
r28897_k0	p_r_28897_k0_reaction_28897
r28898_k0	p_r_28898_k0_reaction_28898
r28899_k0	p_r_28899_k0_reaction_28899
r2890_k0	p_r_2890_k0_reaction_2890
r28900_k0	p_r_28900_k0_reaction_28900
r28901_k0	p_r_28901_k0_reaction_28901
r28902_k0	p_r_28902_k0_reaction_28902
r28903_k0	p_r_28903_k0_reaction_28903
r28904_k0	p_r_28904_k0_reaction_28904
r28905_k0	p_r_28905_k0_reaction_28905
r28906_k0	p_r_28906_k0_reaction_28906
r28907_k0	p_r_28907_k0_reaction_28907
r28908_k0	p_r_28908_k0_reaction_28908
r28909_k0	p_r_28909_k0_reaction_28909
r2891_k0	p_r_2891_k0_reaction_2891
r28910_k0	p_r_28910_k0_reaction_28910
r28911_k0	p_r_28911_k0_reaction_28911
r28912_k0	p_r_28912_k0_reaction_28912
r28913_k0	p_r_28913_k0_reaction_28913
r28914_k0	p_r_28914_k0_reaction_28914
r28915_k0	p_r_28915_k0_reaction_28915
r28916_k0	p_r_28916_k0_reaction_28916
r28917_k0	p_r_28917_k0_reaction_28917
r28918_k0	p_r_28918_k0_reaction_28918
r28919_k0	p_r_28919_k0_reaction_28919
r2892_k0	p_r_2892_k0_reaction_2892
r28920_k0	p_r_28920_k0_reaction_28920
r28921_k0	p_r_28921_k0_reaction_28921
r28922_k0	p_r_28922_k0_reaction_28922
r28923_k0	p_r_28923_k0_reaction_28923
r28924_k0	p_r_28924_k0_reaction_28924
r28925_k0	p_r_28925_k0_reaction_28925
r28926_k0	p_r_28926_k0_reaction_28926
r28927_k0	p_r_28927_k0_reaction_28927
r28928_k0	p_r_28928_k0_reaction_28928
r28929_k0	p_r_28929_k0_reaction_28929
r28930_k0	p_r_28930_k0_reaction_28930
r28931_k0	p_r_28931_k0_reaction_28931
r28932_k0	p_r_28932_k0_reaction_28932
r28933_k0	p_r_28933_k0_reaction_28933
r28934_k0	p_r_28934_k0_reaction_28934
r28935_k0	p_r_28935_k0_reaction_28935
r28936_k0	p_r_28936_k0_reaction_28936
r28936_kd	p_r_28936_kd_reaction_28936
r28937_k0	p_r_28937_k0_reaction_28937
r28937_kd	p_r_28937_kd_reaction_28937
r28938_k0	p_r_28938_k0_reaction_28938
r28938_kd	p_r_28938_kd_reaction_28938
r28939_k0	p_r_28939_k0_reaction_28939
r28939_kd	p_r_28939_kd_reaction_28939
r28940_k0	p_r_28940_k0_reaction_28940
r28940_kd	p_r_28940_kd_reaction_28940
r28941_k0	p_r_28941_k0_reaction_28941
r28941_kd	p_r_28941_kd_reaction_28941
r28942_k0	p_r_28942_k0_reaction_28942
r28942_kd	p_r_28942_kd_reaction_28942
r28943_k0	p_r_28943_k0_reaction_28943
r28943_kd	p_r_28943_kd_reaction_28943
r28944_k0	p_r_28944_k0_reaction_28944
r28944_kd	p_r_28944_kd_reaction_28944
r28945_k0	p_r_28945_k0_reaction_28945
r28945_kd	p_r_28945_kd_reaction_28945
r28946_k0	p_r_28946_k0_reaction_28946
r28946_kd	p_r_28946_kd_reaction_28946
r28947_k0	p_r_28947_k0_reaction_28947
r28948_k0	p_r_28948_k0_reaction_28948
r28949_k0	p_r_28949_k0_reaction_28949
r2895_kE3	p_r_2895_kE3_reaction_2895
r2895_kE2	p_r_2895_kE2_reaction_2895
r2895_kE1	p_r_2895_kE1_reaction_2895
r28950_k0	p_r_28950_k0_reaction_28950
r28950_kd	p_r_28950_kd_reaction_28950
r28951_k0	p_r_28951_k0_reaction_28951
r28952_k0	p_r_28952_k0_reaction_28952
r28952_kd	p_r_28952_kd_reaction_28952
r28953_k0	p_r_28953_k0_reaction_28953
r28953_kd	p_r_28953_kd_reaction_28953
r28954_k0	p_r_28954_k0_reaction_28954
r28955_k0	p_r_28955_k0_reaction_28955
r28956_k0	p_r_28956_k0_reaction_28956
r28957_kE3	p_r_28957_kE3_reaction_28957
r28957_kE2	p_r_28957_kE2_reaction_28957
r28957_kE1	p_r_28957_kE1_reaction_28957
r28958_k0	p_r_28958_k0_reaction_28958
r28959_k0	p_r_28959_k0_reaction_28959
r2896_k0	p_r_2896_k0_reaction_2896
r28960_k0	p_r_28960_k0_reaction_28960
r28960_kd	p_r_28960_kd_reaction_28960
r28961_k0	p_r_28961_k0_reaction_28961
r28961_kd	p_r_28961_kd_reaction_28961
r28962_kE3	p_r_28962_kE3_reaction_28962
r28962_kE2	p_r_28962_kE2_reaction_28962
r28962_kE1	p_r_28962_kE1_reaction_28962
r28963_k0	p_r_28963_k0_reaction_28963
r28963_kd	p_r_28963_kd_reaction_28963
r28964_k0	p_r_28964_k0_reaction_28964
r28964_kd	p_r_28964_kd_reaction_28964
r28965_kE3	p_r_28965_kE3_reaction_28965
r28965_kE2	p_r_28965_kE2_reaction_28965
r28965_kE1	p_r_28965_kE1_reaction_28965
r28966_k0	p_r_28966_k0_reaction_28966
r28966_kd	p_r_28966_kd_reaction_28966
r28967_k0	p_r_28967_k0_reaction_28967
r28967_kd	p_r_28967_kd_reaction_28967
r28968_kE3	p_r_28968_kE3_reaction_28968
r28968_kE2	p_r_28968_kE2_reaction_28968
r28968_kE1	p_r_28968_kE1_reaction_28968
r28969_k0	p_r_28969_k0_reaction_28969
r28969_kd	p_r_28969_kd_reaction_28969
r2897_k0	p_r_2897_k0_reaction_2897
r28970_k0	p_r_28970_k0_reaction_28970
r28970_kd	p_r_28970_kd_reaction_28970
r28971_kE3	p_r_28971_kE3_reaction_28971
r28971_kE2	p_r_28971_kE2_reaction_28971
r28971_kE1	p_r_28971_kE1_reaction_28971
r28972_k0	p_r_28972_k0_reaction_28972
r28972_kd	p_r_28972_kd_reaction_28972
r28973_k0	p_r_28973_k0_reaction_28973
r28973_kd	p_r_28973_kd_reaction_28973
r28974_kE3	p_r_28974_kE3_reaction_28974
r28974_kE2	p_r_28974_kE2_reaction_28974
r28974_kE1	p_r_28974_kE1_reaction_28974
r28975_k0	p_r_28975_k0_reaction_28975
r28975_kd	p_r_28975_kd_reaction_28975
r28976_k0	p_r_28976_k0_reaction_28976
r28976_kd	p_r_28976_kd_reaction_28976
r28977_kE3	p_r_28977_kE3_reaction_28977
r28977_kE2	p_r_28977_kE2_reaction_28977
r28977_kE1	p_r_28977_kE1_reaction_28977
r28978_k0	p_r_28978_k0_reaction_28978
r28978_kd	p_r_28978_kd_reaction_28978
r28979_k0	p_r_28979_k0_reaction_28979
r28979_kd	p_r_28979_kd_reaction_28979
r28980_kE3	p_r_28980_kE3_reaction_28980
r28980_kE2	p_r_28980_kE2_reaction_28980
r28980_kE1	p_r_28980_kE1_reaction_28980
r28981_k0	p_r_28981_k0_reaction_28981
r28981_kd	p_r_28981_kd_reaction_28981
r28982_k0	p_r_28982_k0_reaction_28982
r28982_kd	p_r_28982_kd_reaction_28982
r28983_kE3	p_r_28983_kE3_reaction_28983
r28983_kE2	p_r_28983_kE2_reaction_28983
r28983_kE1	p_r_28983_kE1_reaction_28983
r28984_k0	p_r_28984_k0_reaction_28984
r28985_k0	p_r_28985_k0_reaction_28985
r28986_k0	p_r_28986_k0_reaction_28986
r28987_k0	p_r_28987_k0_reaction_28987
r28988_k0	p_r_28988_k0_reaction_28988
r28989_k0	p_r_28989_k0_reaction_28989
r28990_k0	p_r_28990_k0_reaction_28990
r28991_k0	p_r_28991_k0_reaction_28991
r28992_k0	p_r_28992_k0_reaction_28992
r28993_k0	p_r_28993_k0_reaction_28993
r28994_k0	p_r_28994_k0_reaction_28994
r28995_k0	p_r_28995_k0_reaction_28995
r28996_k0	p_r_28996_k0_reaction_28996
r28997_k0	p_r_28997_k0_reaction_28997
r28998_k0	p_r_28998_k0_reaction_28998
r28999_k0	p_r_28999_k0_reaction_28999
r29_k_GeneSpecificScaling	p_r_29_k_GeneSpecificScaling_reaction_29
r29000_k0	p_r_29000_k0_reaction_29000
r29001_k0	p_r_29001_k0_reaction_29001
r29002_k0	p_r_29002_k0_reaction_29002
r29003_k0	p_r_29003_k0_reaction_29003
r29004_k0	p_r_29004_k0_reaction_29004
r29005_k0	p_r_29005_k0_reaction_29005
r29006_k0	p_r_29006_k0_reaction_29006
r29007_k0	p_r_29007_k0_reaction_29007
r29008_k0	p_r_29008_k0_reaction_29008
r29009_k0	p_r_29009_k0_reaction_29009
r29010_k0	p_r_29010_k0_reaction_29010
r29011_k0	p_r_29011_k0_reaction_29011
r29012_k0	p_r_29012_k0_reaction_29012
r29013_k0	p_r_29013_k0_reaction_29013
r29014_k0	p_r_29014_k0_reaction_29014
r29015_k0	p_r_29015_k0_reaction_29015
r29016_k0	p_r_29016_k0_reaction_29016
r29016_kd	p_r_29016_kd_reaction_29016
r29017_k0	p_r_29017_k0_reaction_29017
r29017_kd	p_r_29017_kd_reaction_29017
r29018_kE3	p_r_29018_kE3_reaction_29018
r29018_kE2	p_r_29018_kE2_reaction_29018
r29018_kE1	p_r_29018_kE1_reaction_29018
r29019_k0	p_r_29019_k0_reaction_29019
r29019_kd	p_r_29019_kd_reaction_29019
r29020_k0	p_r_29020_k0_reaction_29020
r29020_kd	p_r_29020_kd_reaction_29020
r29021_kE3	p_r_29021_kE3_reaction_29021
r29021_kE2	p_r_29021_kE2_reaction_29021
r29021_kE1	p_r_29021_kE1_reaction_29021
r29022_k0	p_r_29022_k0_reaction_29022
r29022_kd	p_r_29022_kd_reaction_29022
r29023_k0	p_r_29023_k0_reaction_29023
r29023_kd	p_r_29023_kd_reaction_29023
r29024_kE3	p_r_29024_kE3_reaction_29024
r29024_kE2	p_r_29024_kE2_reaction_29024
r29024_kE1	p_r_29024_kE1_reaction_29024
r29025_k0	p_r_29025_k0_reaction_29025
r29026_k0	p_r_29026_k0_reaction_29026
r29027_k0	p_r_29027_k0_reaction_29027
r29028_k0	p_r_29028_k0_reaction_29028
r29029_k0	p_r_29029_k0_reaction_29029
r29030_k0	p_r_29030_k0_reaction_29030
r29031_k0	p_r_29031_k0_reaction_29031
r29032_k0	p_r_29032_k0_reaction_29032
r29033_k0	p_r_29033_k0_reaction_29033
r29034_k0	p_r_29034_k0_reaction_29034
r29035_k0	p_r_29035_k0_reaction_29035
r29036_k0	p_r_29036_k0_reaction_29036
r29037_kE13	p_r_29037_kE13_reaction_29037
r29037_kE12	p_r_29037_kE12_reaction_29037
r29037_kE11	p_r_29037_kE11_reaction_29037
r29037_kE10	p_r_29037_kE10_reaction_29037
r29037_kE17	p_r_29037_kE17_reaction_29037
r29037_kE16	p_r_29037_kE16_reaction_29037
r29037_kE15	p_r_29037_kE15_reaction_29037
r29037_kE14	p_r_29037_kE14_reaction_29037
r29037_kE30	p_r_29037_kE30_reaction_29037
r29037_kE19	p_r_29037_kE19_reaction_29037
r29037_kE18	p_r_29037_kE18_reaction_29037
r29037_kE28	p_r_29037_kE28_reaction_29037
r29037_kE29	p_r_29037_kE29_reaction_29037
r29037_kE26	p_r_29037_kE26_reaction_29037
r29037_kE27	p_r_29037_kE27_reaction_29037
r29037_kE24	p_r_29037_kE24_reaction_29037
r29037_kE25	p_r_29037_kE25_reaction_29037
r29037_kE22	p_r_29037_kE22_reaction_29037
r29037_kE23	p_r_29037_kE23_reaction_29037
r29037_kE20	p_r_29037_kE20_reaction_29037
r29037_kE21	p_r_29037_kE21_reaction_29037
r29037_kE9	p_r_29037_kE9_reaction_29037
r29037_kE8	p_r_29037_kE8_reaction_29037
r29037_kE7	p_r_29037_kE7_reaction_29037
r29037_kE6	p_r_29037_kE6_reaction_29037
r29037_kE5	p_r_29037_kE5_reaction_29037
r29037_kE4	p_r_29037_kE4_reaction_29037
r29037_kE3	p_r_29037_kE3_reaction_29037
r29037_kE2	p_r_29037_kE2_reaction_29037
r29037_kE1	p_r_29037_kE1_reaction_29037
r29038_kE11	p_r_29038_kE11_reaction_29038
r29038_kE10	p_r_29038_kE10_reaction_29038
r29038_kE9	p_r_29038_kE9_reaction_29038
r29038_kE8	p_r_29038_kE8_reaction_29038
r29038_kE7	p_r_29038_kE7_reaction_29038
r29038_kE6	p_r_29038_kE6_reaction_29038
r29038_kE5	p_r_29038_kE5_reaction_29038
r29038_kE4	p_r_29038_kE4_reaction_29038
r29038_kE3	p_r_29038_kE3_reaction_29038
r29038_kE2	p_r_29038_kE2_reaction_29038
r29038_kE1	p_r_29038_kE1_reaction_29038
r29039_kE13	p_r_29039_kE13_reaction_29039
r29039_kE12	p_r_29039_kE12_reaction_29039
r29039_kE11	p_r_29039_kE11_reaction_29039
r29039_kE10	p_r_29039_kE10_reaction_29039
r29039_kE17	p_r_29039_kE17_reaction_29039
r29039_kE16	p_r_29039_kE16_reaction_29039
r29039_kE15	p_r_29039_kE15_reaction_29039
r29039_kE14	p_r_29039_kE14_reaction_29039
r29039_kE19	p_r_29039_kE19_reaction_29039
r29039_kE18	p_r_29039_kE18_reaction_29039
r29039_kE9	p_r_29039_kE9_reaction_29039
r29039_kE8	p_r_29039_kE8_reaction_29039
r29039_kE7	p_r_29039_kE7_reaction_29039
r29039_kE6	p_r_29039_kE6_reaction_29039
r29039_kE5	p_r_29039_kE5_reaction_29039
r29039_kE4	p_r_29039_kE4_reaction_29039
r29039_kE3	p_r_29039_kE3_reaction_29039
r29039_kE2	p_r_29039_kE2_reaction_29039
r29039_kE1	p_r_29039_kE1_reaction_29039
r29040_kE13	p_r_29040_kE13_reaction_29040
r29040_kE12	p_r_29040_kE12_reaction_29040
r29040_kE11	p_r_29040_kE11_reaction_29040
r29040_kE10	p_r_29040_kE10_reaction_29040
r29040_kE17	p_r_29040_kE17_reaction_29040
r29040_kE16	p_r_29040_kE16_reaction_29040
r29040_kE15	p_r_29040_kE15_reaction_29040
r29040_kE14	p_r_29040_kE14_reaction_29040
r29040_kE19	p_r_29040_kE19_reaction_29040
r29040_kE18	p_r_29040_kE18_reaction_29040
r29040_kE9	p_r_29040_kE9_reaction_29040
r29040_kE8	p_r_29040_kE8_reaction_29040
r29040_kE7	p_r_29040_kE7_reaction_29040
r29040_kE6	p_r_29040_kE6_reaction_29040
r29040_kE5	p_r_29040_kE5_reaction_29040
r29040_kE4	p_r_29040_kE4_reaction_29040
r29040_kE3	p_r_29040_kE3_reaction_29040
r29040_kE2	p_r_29040_kE2_reaction_29040
r29040_kE1	p_r_29040_kE1_reaction_29040
r29041_kE13	p_r_29041_kE13_reaction_29041
r29041_kE12	p_r_29041_kE12_reaction_29041
r29041_kE11	p_r_29041_kE11_reaction_29041
r29041_kE10	p_r_29041_kE10_reaction_29041
r29041_kE17	p_r_29041_kE17_reaction_29041
r29041_kE16	p_r_29041_kE16_reaction_29041
r29041_kE15	p_r_29041_kE15_reaction_29041
r29041_kE14	p_r_29041_kE14_reaction_29041
r29041_kE19	p_r_29041_kE19_reaction_29041
r29041_kE18	p_r_29041_kE18_reaction_29041
r29041_kE9	p_r_29041_kE9_reaction_29041
r29041_kE8	p_r_29041_kE8_reaction_29041
r29041_kE7	p_r_29041_kE7_reaction_29041
r29041_kE6	p_r_29041_kE6_reaction_29041
r29041_kE5	p_r_29041_kE5_reaction_29041
r29041_kE4	p_r_29041_kE4_reaction_29041
r29041_kE3	p_r_29041_kE3_reaction_29041
r29041_kE2	p_r_29041_kE2_reaction_29041
r29041_kE1	p_r_29041_kE1_reaction_29041
r29042_kE11	p_r_29042_kE11_reaction_29042
r29042_kE10	p_r_29042_kE10_reaction_29042
r29042_k0	p_r_29042_k0_reaction_29042
r29042_kE9	p_r_29042_kE9_reaction_29042
r29042_kE8	p_r_29042_kE8_reaction_29042
r29042_kE7	p_r_29042_kE7_reaction_29042
r29042_kE6	p_r_29042_kE6_reaction_29042
r29042_kE5	p_r_29042_kE5_reaction_29042
r29042_kE4	p_r_29042_kE4_reaction_29042
r29042_kE3	p_r_29042_kE3_reaction_29042
r29042_kE2	p_r_29042_kE2_reaction_29042
r29042_kE1	p_r_29042_kE1_reaction_29042
r29043_kE11	p_r_29043_kE11_reaction_29043
r29043_kE10	p_r_29043_kE10_reaction_29043
r29043_k0	p_r_29043_k0_reaction_29043
r29043_kE9	p_r_29043_kE9_reaction_29043
r29043_kE8	p_r_29043_kE8_reaction_29043
r29043_kE7	p_r_29043_kE7_reaction_29043
r29043_kE6	p_r_29043_kE6_reaction_29043
r29043_kE5	p_r_29043_kE5_reaction_29043
r29043_kE4	p_r_29043_kE4_reaction_29043
r29043_kE3	p_r_29043_kE3_reaction_29043
r29043_kE2	p_r_29043_kE2_reaction_29043
r29043_kE1	p_r_29043_kE1_reaction_29043
r29044_kE11	p_r_29044_kE11_reaction_29044
r29044_kE10	p_r_29044_kE10_reaction_29044
r29044_k0	p_r_29044_k0_reaction_29044
r29044_kE9	p_r_29044_kE9_reaction_29044
r29044_kE8	p_r_29044_kE8_reaction_29044
r29044_kE7	p_r_29044_kE7_reaction_29044
r29044_kE6	p_r_29044_kE6_reaction_29044
r29044_kE5	p_r_29044_kE5_reaction_29044
r29044_kE4	p_r_29044_kE4_reaction_29044
r29044_kE3	p_r_29044_kE3_reaction_29044
r29044_kE2	p_r_29044_kE2_reaction_29044
r29044_kE1	p_r_29044_kE1_reaction_29044
r29045_kE11	p_r_29045_kE11_reaction_29045
r29045_kE10	p_r_29045_kE10_reaction_29045
r29045_kE9	p_r_29045_kE9_reaction_29045
r29045_kE8	p_r_29045_kE8_reaction_29045
r29045_kE7	p_r_29045_kE7_reaction_29045
r29045_kE6	p_r_29045_kE6_reaction_29045
r29045_kE5	p_r_29045_kE5_reaction_29045
r29045_kE4	p_r_29045_kE4_reaction_29045
r29045_kE3	p_r_29045_kE3_reaction_29045
r29045_kE2	p_r_29045_kE2_reaction_29045
r29045_kE1	p_r_29045_kE1_reaction_29045
r29046_kE11	p_r_29046_kE11_reaction_29046
r29046_kE10	p_r_29046_kE10_reaction_29046
r29046_kE9	p_r_29046_kE9_reaction_29046
r29046_kE8	p_r_29046_kE8_reaction_29046
r29046_kE7	p_r_29046_kE7_reaction_29046
r29046_kE6	p_r_29046_kE6_reaction_29046
r29046_kE5	p_r_29046_kE5_reaction_29046
r29046_kE4	p_r_29046_kE4_reaction_29046
r29046_kE3	p_r_29046_kE3_reaction_29046
r29046_kE2	p_r_29046_kE2_reaction_29046
r29046_kE1	p_r_29046_kE1_reaction_29046
r29047_k0	p_r_29047_k0_reaction_29047
r29051_kE13	p_r_29051_kE13_reaction_29051
r29051_kE12	p_r_29051_kE12_reaction_29051
r29051_kE11	p_r_29051_kE11_reaction_29051
r29051_kE10	p_r_29051_kE10_reaction_29051
r29051_kE17	p_r_29051_kE17_reaction_29051
r29051_kE16	p_r_29051_kE16_reaction_29051
r29051_kE15	p_r_29051_kE15_reaction_29051
r29051_kE14	p_r_29051_kE14_reaction_29051
r29051_kE9	p_r_29051_kE9_reaction_29051
r29051_kE8	p_r_29051_kE8_reaction_29051
r29051_kE7	p_r_29051_kE7_reaction_29051
r29051_kE6	p_r_29051_kE6_reaction_29051
r29051_kE5	p_r_29051_kE5_reaction_29051
r29051_kE4	p_r_29051_kE4_reaction_29051
r29051_kE3	p_r_29051_kE3_reaction_29051
r29051_kE2	p_r_29051_kE2_reaction_29051
r29051_kE1	p_r_29051_kE1_reaction_29051
r29058_kE1	p_r_29058_kE1_reaction_29058
r29059_k0	p_r_29059_k0_reaction_29059
r29059_kE1	p_r_29059_kE1_reaction_29059
r29060_kE1	p_r_29060_kE1_reaction_29060
r29061_kE1	p_r_29061_kE1_reaction_29061
r29062_kE1	p_r_29062_kE1_reaction_29062
r29063_kE1	p_r_29063_kE1_reaction_29063
r29067_k0	p_r_29067_k0_reaction_29067
r29068_k0	p_r_29068_k0_reaction_29068
r291_k0	p_r_291_k0_reaction_291
r293_k0	p_r_293_k0_reaction_293
r29557_k_GeneSpecificScaling	p_r_29557_k_GeneSpecificScaling_reaction_29557
r29558_k0	p_r_29558_k0_reaction_29558
r2999_k0	p_r_2999_k0_reaction_2999
r30_k0	p_r_30_k0_reaction_30
r3028_kE1	p_r_3028_kE1_reaction_3028
r3029_kE1	p_r_3029_kE1_reaction_3029
r3030_kE1	p_r_3030_kE1_reaction_3030
r3032_k0	p_r_3032_k0_reaction_3032
r3032_kd	p_r_3032_kd_reaction_3032
r3033_k0	p_r_3033_k0_reaction_3033
r3033_kE1	p_r_3033_kE1_reaction_3033
r3034_k0	p_r_3034_k0_reaction_3034
r3037_k0	p_r_3037_k0_reaction_3037
r3042_k0	p_r_3042_k0_reaction_3042
r307_k0	p_r_307_k0_reaction_307
r310_k0	p_r_310_k0_reaction_310
r310_kd	p_r_310_kd_reaction_310
r311_k0	p_r_311_k0_reaction_311
r311_kd	p_r_311_kd_reaction_311
r32157_k_GeneSpecificScaling	p_r_32157_k_GeneSpecificScaling_reaction_32157
r32160_k0	p_r_32160_k0_reaction_32160
r32229_k_GeneSpecificScaling	p_r_32229_k_GeneSpecificScaling_reaction_32229
r32231_k0	p_r_32231_k0_reaction_32231
r32331_k_GeneSpecificScaling	p_r_32331_k_GeneSpecificScaling_reaction_32331
r32333_k0	p_r_32333_k0_reaction_32333
r32533_k_GeneSpecificScaling	p_r_32533_k_GeneSpecificScaling_reaction_32533
r32535_k0	p_r_32535_k0_reaction_32535
r32611_k_GeneSpecificScaling	p_r_32611_k_GeneSpecificScaling_reaction_32611
r32613_k0	p_r_32613_k0_reaction_32613
r34_k_GeneSpecificScaling	p_r_34_k_GeneSpecificScaling_reaction_34
r35_k0	p_r_35_k0_reaction_35
r36_k_GeneSpecificScaling	p_r_36_k_GeneSpecificScaling_reaction_36
r37_k0	p_r_37_k0_reaction_37
r393_k_GeneSpecificScaling	p_r_393_k_GeneSpecificScaling_reaction_393
r394_k0	p_r_394_k0_reaction_394
r406_k_GeneSpecificScaling	p_r_406_k_GeneSpecificScaling_reaction_406
r407_k0	p_r_407_k0_reaction_407
r408_k_GeneSpecificScaling	p_r_408_k_GeneSpecificScaling_reaction_408
r409_k0	p_r_409_k0_reaction_409
r4126_k_GeneSpecificScaling	p_r_4126_k_GeneSpecificScaling_reaction_4126
r4127_k0	p_r_4127_k0_reaction_4127
r4128_k_GeneSpecificScaling	p_r_4128_k_GeneSpecificScaling_reaction_4128
r4129_k0	p_r_4129_k0_reaction_4129
r4132_k_GeneSpecificScaling	p_r_4132_k_GeneSpecificScaling_reaction_4132
r4133_k0	p_r_4133_k0_reaction_4133
r4134_k0	p_r_4134_k0_reaction_4134
r4136_k0	p_r_4136_k0_reaction_4136
r4139_k0	p_r_4139_k0_reaction_4139
r4140_k0	p_r_4140_k0_reaction_4140
r4144_kE6	p_r_4144_kE6_reaction_4144
r4144_kE5	p_r_4144_kE5_reaction_4144
r4144_kE4	p_r_4144_kE4_reaction_4144
r4144_kE3	p_r_4144_kE3_reaction_4144
r4144_kE2	p_r_4144_kE2_reaction_4144
r4144_kE1	p_r_4144_kE1_reaction_4144
r4145_kE6	p_r_4145_kE6_reaction_4145
r4145_kE5	p_r_4145_kE5_reaction_4145
r4145_kE4	p_r_4145_kE4_reaction_4145
r4145_kE3	p_r_4145_kE3_reaction_4145
r4145_kE2	p_r_4145_kE2_reaction_4145
r4145_kE1	p_r_4145_kE1_reaction_4145
